"trial_id","rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","view_history","slider_start","itemA","itemB","categoryA","categoryB","correct","feedback","age","ethnicity","gender","race"
"causal_trial_19","4828","<p style=""font-size: 32px;"">Can <strong>feeling pain</strong> make someone <strong>reach for something</strong>?</p>","73","html-slider-response","24","2.0.0","244529","pilot_fy20d4dn6x","","","","50","feel pain","reach for something","physiological","physical","","","","","",""
"causal_trial_20","4385","<p style=""font-size: 32px;"">Can <strong>feeling hungry</strong> make someone <strong>feel pain</strong>?</p>","78","html-slider-response","25","2.0.0","249168","pilot_fy20d4dn6x","","","","50","feel hungry","feel pain","physiological","physiological","","","","","",""
"causal_trial_21","5641","<p style=""font-size: 32px;"">Can <strong>feeling hungry</strong> make someone <strong>think about something</strong>?</p>","75","html-slider-response","26","2.0.0","255064","pilot_fy20d4dn6x","","","","50","feel hungry","think about something","physiological","cognitive","","","","","",""
"causal_trial_22","4240","<p style=""font-size: 32px;"">Can <strong>reaching for something</strong> make someone <strong>feel sick</strong>?</p>","63","html-slider-response","27","2.0.0","259559","pilot_fy20d4dn6x","","","","50","reach for something","feel sick","physical","physiological","","","","","",""
"causal_trial_23","4306","<p style=""font-size: 32px;"">Can <strong>jumping up and down</strong> make someone <strong>feel scared</strong>?</p>","39","html-slider-response","28","2.0.0","264120","pilot_fy20d4dn6x","","","","50","jump up and down","feel scared","physical","physiological","","","","","",""
"causal_trial_24","20344","<p style=""font-size: 32px;"">Can <strong>jumping up and down</strong> make someone <strong>see something</strong>?</p>","71","html-slider-response","29","2.0.0","284718","pilot_fy20d4dn6x","","","","50","jump up and down","see something","physical","cognitive","","","","","",""
"causal_trial_25","5889","<p style=""font-size: 32px;"">Can <strong>feeling hungry</strong> make someone <strong>feel sick</strong>?</p>","82","html-slider-response","30","2.0.0","290862","pilot_fy20d4dn6x","","","","50","feel hungry","feel sick","physiological","physiological","","","","","",""
"causal_trial_26","3013","<p style=""font-size: 32px;"">Can <strong>jumping up and down</strong> make someone <strong>reach for something</strong>?</p>","69","html-slider-response","31","2.0.0","294129","pilot_fy20d4dn6x","","","","50","jump up and down","reach for something","physical","physical","","","","","",""
"causal_trial_27","10411","<p style=""font-size: 32px;"">Can <strong>kicking something</strong> make someone <strong>feel hungry</strong>?</p>","74","html-slider-response","32","2.0.0","304794","pilot_fy20d4dn6x","","","","50","kick something","feel hungry","physical","physiological","","","","","",""
"attention_check_3","3076","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move slider all the way to the&nbsp;&nbsp;<strong>right</strong></p>","100","html-slider-response","33","2.0.0","308126","pilot_fy20d4dn6x","","","","50","","","","","false","","","","",""
"causal_trial_28","6251","<p style=""font-size: 32px;"">Can <strong>feeling scared</strong> make someone <strong>sit down</strong>?</p>","79","html-slider-response","34","2.0.0","314633","pilot_fy20d4dn6x","","","","50","feel scared","sit down","physiological","physical","","","","","",""
"causal_trial_29","4489","<p style=""font-size: 32px;"">Can <strong>kicking something</strong> make someone <strong>think about something</strong>?</p>","69","html-slider-response","35","2.0.0","319377","pilot_fy20d4dn6x","","","","50","kick something","think about something","physical","cognitive","","","","","",""
"causal_trial_30","4840","<p style=""font-size: 32px;"">Can <strong>seeing something</strong> make someone <strong>hear something</strong>?</p>","76","html-slider-response","36","2.0.0","324472","pilot_fy20d4dn6x","","","","50","see something","hear something","cognitive","cognitive","","","","","",""
"causal_trial_31","2373","<p style=""font-size: 32px;"">Can <strong>feeling tired</strong> make someone <strong>feel pain</strong>?</p>","86","html-slider-response","37","2.0.0","327099","pilot_fy20d4dn6x","","","","50","feel tired","feel pain","physiological","physiological","","","","","",""
"causal_trial_32","4160","<p style=""font-size: 32px;"">Can <strong>kicking something</strong> make someone <strong>feel tired</strong>?</p>","94","html-slider-response","38","2.0.0","331515","pilot_fy20d4dn6x","","","","50","kick something","feel tired","physical","physiological","","","","","",""
"causal_trial_33","2486","<p style=""font-size: 32px;"">Can <strong>feeling hungry</strong> make someone <strong>see something</strong>?</p>","56","html-slider-response","39","2.0.0","334256","pilot_fy20d4dn6x","","","","50","feel hungry","see something","physiological","cognitive","","","","","",""
"causal_trial_34","22719","<p style=""font-size: 32px;"">Can <strong>feeling pain</strong> make someone <strong>feel sick</strong>?</p>","93","html-slider-response","40","2.0.0","357228","pilot_fy20d4dn6x","","","","50","feel pain","feel sick","physiological","physiological","","","","","",""
"causal_trial_35","3960","<p style=""font-size: 32px;"">Can <strong>choosing what to do</strong> make someone <strong>take a walk</strong>?</p>","85","html-slider-response","41","2.0.0","361442","pilot_fy20d4dn6x","","","","50","choose what to do","take a walk","cognitive","physical","","","","","",""
"causal_trial_36","2696","<p style=""font-size: 32px;"">Can <strong>feeling hungry</strong> make someone <strong>reach for something</strong>?</p>","87","html-slider-response","42","2.0.0","364394","pilot_fy20d4dn6x","","","","50","feel hungry","reach for something","physiological","physical","","","","","",""
"causal_trial_37","3238","<p style=""font-size: 32px;"">Can <strong>thinking about something</strong> make someone <strong>feel sick</strong>?</p>","75","html-slider-response","43","2.0.0","367887","pilot_fy20d4dn6x","","","","50","think about something","feel sick","cognitive","physiological","","","","","",""
"causal_trial_38","2584","<p style=""font-size: 32px;"">Can <strong>feeling tired</strong> make someone <strong>choose what to do</strong>?</p>","79","html-slider-response","44","2.0.0","370725","pilot_fy20d4dn6x","","","","50","feel tired","choose what to do","physiological","cognitive","","","","","",""
"causal_trial_39","3083","<p style=""font-size: 32px;"">Can <strong>feeling hungry</strong> make someone <strong>jump up and down</strong>?</p>","38","html-slider-response","45","2.0.0","374063","pilot_fy20d4dn6x","","","","50","feel hungry","jump up and down","physiological","physical","","","","","",""
"causal_trial_40","2608","<p style=""font-size: 32px;"">Can <strong>feeling tired</strong> make someone <strong>take a walk</strong>?</p>","25","html-slider-response","46","2.0.0","376926","pilot_fy20d4dn6x","","","","50","feel tired","take a walk","physiological","physical","","","","","",""
"causal_trial_41","10374","<p style=""font-size: 32px;"">Can <strong>jumping up and down</strong> make someone <strong>take a walk</strong>?</p>","60","html-slider-response","47","2.0.0","387555","pilot_fy20d4dn6x","","","","50","jump up and down","take a walk","physical","physical","","","","","",""
"causal_trial_42","1985","<p style=""font-size: 32px;"">Can <strong>reaching for something</strong> make someone <strong>feel hungry</strong>?</p>","68","html-slider-response","48","2.0.0","389795","pilot_fy20d4dn6x","","","","50","reach for something","feel hungry","physical","physiological","","","","","",""
"","8956","","","instructions","49","2.0.0","399004","pilot_fy20d4dn6x","","","[{""page_index"":0,""viewing_time"":8956}]","","","","","","","","","","",""
"demographics_survey","4889","","{""feedback"":"""",""age"":"""",""other_gender"":"""",""other_race"":""""}","survey-html-form","50","2.0.0","404151","pilot_fy20d4dn6x","","","","","","","","","","","","","",""
