"trial_id","rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","view_history","slider_start","itemA","itemB","categoryA","categoryB","correct","feedback","age","ethnicity","gender","race"
"causal_trial_10","11895","<p style=""font-size: 32px;"">First, Sarah <strong>reached for something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>reaching for something</strong> made her <strong>feel hungry</strong>?</span></p>","76","html-slider-response","14","2.0.0","249642","pilot_2zv63jjqvs","","","","50","reach for something","feel hungry","physical","physiological","","","","","",""
"causal_trial_11","6646","<p style=""font-size: 32px;"">First, Sarah <strong>reached for something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>reaching for something</strong> made her <strong>feel pain</strong>?</span></p>","76","html-slider-response","15","2.0.0","256542","pilot_2zv63jjqvs","","","","50","reach for something","feel pain","physical","physiological","","","","","",""
"causal_trial_12","8579","<p style=""font-size: 32px;"">First, Sarah <strong>jumped up and down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>sat down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>jumping up and down</strong> made her <strong>sit down</strong>?</span></p>","76","html-slider-response","16","2.0.0","265375","pilot_2zv63jjqvs","","","","50","jump up and down","sit down","physical","physical","","","","","",""
"causal_trial_13","11380","<p style=""font-size: 32px;"">First, Sarah <strong>sat down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>jumped up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>sitting down</strong> made her <strong>jump up and down</strong>?</span></p>","74","html-slider-response","17","2.0.0","277009","pilot_2zv63jjqvs","","","","50","sit down","jump up and down","physical","physical","","","","","",""
"causal_trial_14","17196","<p style=""font-size: 32px;"">First, Sarah <strong>sat down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt sick</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>sitting down</strong> made her <strong>feel sick</strong>?</span></p>","74","html-slider-response","18","2.0.0","294459","pilot_2zv63jjqvs","","","","50","sit down","feel sick","physical","physiological","","","","","",""
"causal_trial_15","27263","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>feel scared</strong>?</span></p>","75","html-slider-response","19","2.0.0","321976","pilot_2zv63jjqvs","","","","50","feel pain","feel scared","physiological","physiological","","","","","",""
"causal_trial_16","7796","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>feel tired</strong>?</span></p>","74","html-slider-response","20","2.0.0","330026","pilot_2zv63jjqvs","","","","50","feel pain","feel tired","physiological","physiological","","","","","",""
"causal_trial_17","8430","<p style=""font-size: 32px;"">First, Sarah <strong>felt sick</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>remembered something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling sick</strong> made her <strong>remember something</strong>?</span></p>","72","html-slider-response","21","2.0.0","338709","pilot_2zv63jjqvs","","","","50","feel sick","remember something","physiological","cognitive","","","","","",""
"causal_trial_18","8481","<p style=""font-size: 32px;"">First, Sarah <strong>took a walk</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>chose what to do</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>taking a walk</strong> made her <strong>choose what to do</strong>?</span></p>","75","html-slider-response","22","2.0.0","347444","pilot_2zv63jjqvs","","","","50","take a walk","choose what to do","physical","cognitive","","","","","",""
"attention_check_2","5246","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move slider to&nbsp;&nbsp;<strong>'Maybe yes'</strong></p>","76","html-slider-response","23","2.0.0","352943","pilot_2zv63jjqvs","","","","50","","","","","false","","","","",""
"causal_trial_19","38330","<p style=""font-size: 32px;"">First, Sarah <strong>took a walk</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>taking a walk</strong> made her <strong>reach for something</strong>?</span></p>","75","html-slider-response","24","2.0.0","391527","pilot_2zv63jjqvs","","","","50","take a walk","reach for something","physical","physical","","","","","",""
"causal_trial_20","6681","<p style=""font-size: 32px;"">First, Sarah <strong>thought about something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>thinking about something</strong> made her <strong>feel tired</strong>?</span></p>","76","html-slider-response","25","2.0.0","398460","pilot_2zv63jjqvs","","","","50","think about something","feel tired","cognitive","physiological","","","","","",""
"causal_trial_21","5813","<p style=""font-size: 32px;"">First, Sarah <strong>felt hungry</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling hungry</strong> made her <strong>reach for something</strong>?</span></p>","75","html-slider-response","26","2.0.0","404527","pilot_2zv63jjqvs","","","","50","feel hungry","reach for something","physiological","physical","","","","","",""
"causal_trial_22","14346","<p style=""font-size: 32px;"">First, Sarah <strong>felt tired</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling tired</strong> made her <strong>feel scared</strong>?</span></p>","75","html-slider-response","27","2.0.0","419127","pilot_2zv63jjqvs","","","","50","feel tired","feel scared","physiological","physiological","","","","","",""
"causal_trial_23","8013","<p style=""font-size: 32px;"">First, Sarah <strong>chose what to do</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>choosing what to do</strong> made her <strong>feel pain</strong>?</span></p>","75","html-slider-response","28","2.0.0","427393","pilot_2zv63jjqvs","","","","50","choose what to do","feel pain","cognitive","physiological","","","","","",""
"causal_trial_24","7296","<p style=""font-size: 32px;"">First, Sarah <strong>felt tired</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>kicked something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling tired</strong> made her <strong>kick something</strong>?</span></p>","74","html-slider-response","29","2.0.0","434944","pilot_2zv63jjqvs","","","","50","feel tired","kick something","physiological","physical","","","","","",""
"causal_trial_25","4896","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>kicked something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>kick something</strong>?</span></p>","75","html-slider-response","30","2.0.0","440093","pilot_2zv63jjqvs","","","","50","feel pain","kick something","physiological","physical","","","","","",""
"causal_trial_26","14898","<p style=""font-size: 32px;"">First, Sarah <strong>felt tired</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>heard something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling tired</strong> made her <strong>hear something</strong>?</span></p>","15","html-slider-response","31","2.0.0","455244","pilot_2zv63jjqvs","","","","50","feel tired","hear something","physiological","cognitive","","","","","",""
"causal_trial_27","4797","<p style=""font-size: 32px;"">First, Sarah <strong>saw something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>seeing something</strong> made her <strong>feel pain</strong>?</span></p>","75","html-slider-response","32","2.0.0","460295","pilot_2zv63jjqvs","","","","50","see something","feel pain","cognitive","physiological","","","","","",""
"attention_check_3","5179","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move slider all the way to the&nbsp;&nbsp;<strong>right</strong></p>","100","html-slider-response","33","2.0.0","465728","pilot_2zv63jjqvs","","","","50","","","","","false","","","","",""
"causal_trial_28","7180","<p style=""font-size: 32px;"">First, Sarah <strong>jumped up and down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>jumping up and down</strong> made her <strong>feel hungry</strong>?</span></p>","74","html-slider-response","34","2.0.0","473160","pilot_2zv63jjqvs","","","","50","jump up and down","feel hungry","physical","physiological","","","","","",""
"causal_trial_29","4682","<p style=""font-size: 32px;"">First, Sarah <strong>felt tired</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>took a walk</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling tired</strong> made her <strong>take a walk</strong>?</span></p>","75","html-slider-response","35","2.0.0","478095","pilot_2zv63jjqvs","","","","50","feel tired","take a walk","physiological","physical","","","","","",""
"causal_trial_30","5896","<p style=""font-size: 32px;"">First, Sarah <strong>felt sick</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling sick</strong> made her <strong>feel pain</strong>?</span></p>","100","html-slider-response","36","2.0.0","484245","pilot_2zv63jjqvs","","","","50","feel sick","feel pain","physiological","physiological","","","","","",""
"causal_trial_31","6147","<p style=""font-size: 32px;"">First, Sarah <strong>thought about something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>took a walk</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>thinking about something</strong> made her <strong>take a walk</strong>?</span></p>","76","html-slider-response","37","2.0.0","490645","pilot_2zv63jjqvs","","","","50","think about something","take a walk","cognitive","physical","","","","","",""
"causal_trial_32","4313","<p style=""font-size: 32px;"">First, Sarah <strong>saw something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>seeing something</strong> made her <strong>feel scared</strong>?</span></p>","76","html-slider-response","38","2.0.0","495211","pilot_2zv63jjqvs","","","","50","see something","feel scared","cognitive","physiological","","","","","",""
"causal_trial_33","7097","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>heard something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>hear something</strong>?</span></p>","25","html-slider-response","39","2.0.0","502562","pilot_2zv63jjqvs","","","","50","feel pain","hear something","physiological","cognitive","","","","","",""
"causal_trial_34","4647","<p style=""font-size: 32px;"">First, Sarah <strong>remembered something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>remembering something</strong> made her <strong>feel pain</strong>?</span></p>","76","html-slider-response","40","2.0.0","507462","pilot_2zv63jjqvs","","","","50","remember something","feel pain","cognitive","physiological","","","","","",""
"causal_trial_35","5562","<p style=""font-size: 32px;"">First, Sarah <strong>thought about something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>thinking about something</strong> made her <strong>reach for something</strong>?</span></p>","77","html-slider-response","41","2.0.0","513277","pilot_2zv63jjqvs","","","","50","think about something","reach for something","cognitive","physical","","","","","",""
"causal_trial_36","4463","<p style=""font-size: 32px;"">First, Sarah <strong>jumped up and down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>jumping up and down</strong> made her <strong>feel pain</strong>?</span></p>","77","html-slider-response","42","2.0.0","517994","pilot_2zv63jjqvs","","","","50","jump up and down","feel pain","physical","physiological","","","","","",""
"causal_trial_37","5631","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>feel hungry</strong>?</span></p>","76","html-slider-response","43","2.0.0","523879","pilot_2zv63jjqvs","","","","50","feel pain","feel hungry","physiological","physiological","","","","","",""
"causal_trial_38","4712","<p style=""font-size: 32px;"">First, Sarah <strong>heard something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>remembered something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>hearing something</strong> made her <strong>remember something</strong>?</span></p>","77","html-slider-response","44","2.0.0","528844","pilot_2zv63jjqvs","","","","50","hear something","remember something","cognitive","cognitive","","","","","",""
"causal_trial_39","31781","<p style=""font-size: 32px;"">First, Sarah <strong>kicked something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>kicking something</strong> made her <strong>feel scared</strong>?</span></p>","76","html-slider-response","45","2.0.0","560879","pilot_2zv63jjqvs","","","","50","kick something","feel scared","physical","physiological","","","","","",""
"causal_trial_40","5898","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>sat down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>sit down</strong>?</span></p>","76","html-slider-response","46","2.0.0","567031","pilot_2zv63jjqvs","","","","50","feel scared","sit down","physiological","physical","","","","","",""
"causal_trial_41","4761","<p style=""font-size: 32px;"">First, Sarah <strong>thought about something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>thinking about something</strong> made her <strong>feel scared</strong>?</span></p>","77","html-slider-response","47","2.0.0","572046","pilot_2zv63jjqvs","","","","50","think about something","feel scared","cognitive","physiological","","","","","",""
"causal_trial_42","4680","<p style=""font-size: 32px;"">First, Sarah <strong>felt tired</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>chose what to do</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling tired</strong> made her <strong>choose what to do</strong>?</span></p>","77","html-slider-response","48","2.0.0","576979","pilot_2zv63jjqvs","","","","50","feel tired","choose what to do","physiological","cognitive","","","","","",""
"","11780","","","instructions","49","2.0.0","589013","pilot_2zv63jjqvs","","","[{""page_index"":0,""viewing_time"":11780}]","","","","","","","","","","",""
"demographics_survey","86167","","{""feedback"":""I thought about the cause and effect and the probability of one leading to the other when picking my answer. Thank you, enjoy your day!"",""age"":""49"",""gender"":""Male"",""other_gender"":"""",""race"":""Asian"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","survey-html-form","50","2.0.0","675435","pilot_2zv63jjqvs","","","","","","","","","","I thought about the cause and effect and the probability of one leading to the other when picking my answer. Thank you, enjoy your day!","49","Non-Hispanic","Male","Asian"
