"trial_id","rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","view_history","slider_start","itemA","itemB","categoryA","categoryB","correct","feedback","age","ethnicity","gender","race"
"causal_trial_30","7463","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>saw something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>see something</strong>?</span></p>","54","html-slider-response","36","2.0.0","672543","pilot_bzhngrpsyr","","","","50","feel pain","see something","physiological","cognitive","","","","","",""
"causal_trial_31","6111","<p style=""font-size: 32px;"">First, Sarah <strong>felt hungry</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>remembered something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling hungry</strong> made her <strong>remember something</strong>?</span></p>","45","html-slider-response","37","2.0.0","678922","pilot_bzhngrpsyr","","","","50","feel hungry","remember something","physiological","cognitive","","","","","",""
"causal_trial_32","4413","<p style=""font-size: 32px;"">First, Sarah <strong>chose what to do</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>thought about something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>choosing what to do</strong> made her <strong>think about something</strong>?</span></p>","48","html-slider-response","38","2.0.0","683606","pilot_bzhngrpsyr","","","","50","choose what to do","think about something","cognitive","cognitive","","","","","",""
"causal_trial_33","5510","<p style=""font-size: 32px;"">First, Sarah <strong>saw something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>chose what to do</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>seeing something</strong> made her <strong>choose what to do</strong>?</span></p>","52","html-slider-response","39","2.0.0","689376","pilot_bzhngrpsyr","","","","50","see something","choose what to do","cognitive","cognitive","","","","","",""
"causal_trial_34","4466","<p style=""font-size: 32px;"">First, Sarah <strong>felt hungry</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>heard something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling hungry</strong> made her <strong>hear something</strong>?</span></p>","44","html-slider-response","40","2.0.0","694110","pilot_bzhngrpsyr","","","","50","feel hungry","hear something","physiological","cognitive","","","","","",""
"causal_trial_35","5450","<p style=""font-size: 32px;"">First, Sarah <strong>sat down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>sitting down</strong> made her <strong>feel hungry</strong>?</span></p>","45","html-slider-response","41","2.0.0","699829","pilot_bzhngrpsyr","","","","50","sit down","feel hungry","physical","physiological","","","","","",""
"causal_trial_36","6875","<p style=""font-size: 32px;"">First, Sarah <strong>sat down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>remembered something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>sitting down</strong> made her <strong>remember something</strong>?</span></p>","47","html-slider-response","42","2.0.0","706971","pilot_bzhngrpsyr","","","","50","sit down","remember something","physical","cognitive","","","","","",""
"causal_trial_37","4872","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>reach for something</strong>?</span></p>","44","html-slider-response","43","2.0.0","712101","pilot_bzhngrpsyr","","","","50","feel pain","reach for something","physiological","physical","","","","","",""
"causal_trial_38","8877","<p style=""font-size: 32px;"">First, Sarah <strong>jumped up and down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt sick</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>jumping up and down</strong> made her <strong>feel sick</strong>?</span></p>","40","html-slider-response","44","2.0.0","721234","pilot_bzhngrpsyr","","","","50","jump up and down","feel sick","physical","physiological","","","","","",""
"causal_trial_39","5245","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt sick</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>feel sick</strong>?</span></p>","43","html-slider-response","45","2.0.0","726740","pilot_bzhngrpsyr","","","","50","feel scared","feel sick","physiological","physiological","","","","","",""
"causal_trial_40","5071","<p style=""font-size: 32px;"">First, Sarah <strong>saw something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>sat down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>seeing something</strong> made her <strong>sit down</strong>?</span></p>","48","html-slider-response","46","2.0.0","732064","pilot_bzhngrpsyr","","","","50","see something","sit down","cognitive","physical","","","","","",""
"causal_trial_41","6222","<p style=""font-size: 32px;"">First, Sarah <strong>chose what to do</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>remembered something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>choosing what to do</strong> made her <strong>remember something</strong>?</span></p>","46","html-slider-response","47","2.0.0","738544","pilot_bzhngrpsyr","","","","50","choose what to do","remember something","cognitive","cognitive","","","","","",""
"causal_trial_42","5373","<p style=""font-size: 32px;"">First, Sarah <strong>jumped up and down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>saw something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>jumping up and down</strong> made her <strong>see something</strong>?</span></p>","55","html-slider-response","48","2.0.0","744183","pilot_bzhngrpsyr","","","","50","jump up and down","see something","physical","cognitive","","","","","",""
"","7301","","","instructions","49","2.0.0","751742","pilot_bzhngrpsyr","","","[{""page_index"":0,""viewing_time"":7301}]","","","","","","","","","","",""
"demographics_survey","24860","","{""feedback"":""no"",""age"":""25"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","survey-html-form","50","2.0.0","776865","pilot_bzhngrpsyr","","","","","","","","","","no","25","Non-Hispanic","Female","Black/African American"
