"trial_id","rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","view_history","slider_start","itemA","itemB","categoryA","categoryB","correct","feedback","age","ethnicity","gender","race"
"causal_trial_7","5505","<p style=""font-size: 32px;"">First, Sarah <strong>took a walk</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>saw something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>taking a walk</strong> made her <strong>see something</strong>?</span></p>","98","html-slider-response","10","2.0.0","107996","pilot_htdpl9r472","","","","50","take a walk","see something","physical","cognitive","","","","","",""
"causal_trial_8","6533","<p style=""font-size: 32px;"">First, Sarah <strong>kicked something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>took a walk</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>kicking something</strong> made her <strong>take a walk</strong>?</span></p>","6","html-slider-response","11","2.0.0","114785","pilot_htdpl9r472","","","","50","kick something","take a walk","physical","physical","","","","","",""
"causal_trial_9","6807","<p style=""font-size: 32px;"">First, Sarah <strong>felt tired</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>remembered something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling tired</strong> made her <strong>remember something</strong>?</span></p>","95","html-slider-response","12","2.0.0","121855","pilot_htdpl9r472","","","","50","feel tired","remember something","physiological","cognitive","","","","","",""
"attention_check_1","6574","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move the slider all the way to the&nbsp;&nbsp;<strong>left</strong></p>","0","html-slider-response","13","2.0.0","128681","pilot_htdpl9r472","","","","50","","","","","true","","","","",""
"causal_trial_10","8180","<p style=""font-size: 32px;"">First, Sarah <strong>sat down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>chose what to do</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>sitting down</strong> made her <strong>choose what to do</strong>?</span></p>","81","html-slider-response","14","2.0.0","137124","pilot_htdpl9r472","","","","50","sit down","choose what to do","physical","cognitive","","","","","",""
"causal_trial_11","4984","<p style=""font-size: 32px;"">First, Sarah <strong>felt hungry</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>took a walk</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling hungry</strong> made her <strong>take a walk</strong>?</span></p>","12","html-slider-response","15","2.0.0","142380","pilot_htdpl9r472","","","","50","feel hungry","take a walk","physiological","physical","","","","","",""
"causal_trial_12","5801","<p style=""font-size: 32px;"">First, Sarah <strong>saw something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>heard something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>seeing something</strong> made her <strong>hear something</strong>?</span></p>","50","html-slider-response","16","2.0.0","148435","pilot_htdpl9r472","","","","50","see something","hear something","cognitive","cognitive","","","","","",""
"causal_trial_13","9924","<p style=""font-size: 32px;"">First, Sarah <strong>heard something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>hearing something</strong> made her <strong>reach for something</strong>?</span></p>","65","html-slider-response","17","2.0.0","158630","pilot_htdpl9r472","","","","50","hear something","reach for something","cognitive","physical","","","","","",""
"causal_trial_14","5654","<p style=""font-size: 32px;"">First, Sarah <strong>thought about something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>thinking about something</strong> made her <strong>feel scared</strong>?</span></p>","93","html-slider-response","18","2.0.0","164546","pilot_htdpl9r472","","","","50","think about something","feel scared","cognitive","physiological","","","","","",""
"causal_trial_15","7760","<p style=""font-size: 32px;"">First, Sarah <strong>reached for something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>heard something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>reaching for something</strong> made her <strong>hear something</strong>?</span></p>","41","html-slider-response","19","2.0.0","172564","pilot_htdpl9r472","","","","50","reach for something","hear something","physical","cognitive","","","","","",""
"causal_trial_16","6703","<p style=""font-size: 32px;"">First, Sarah <strong>saw something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>seeing something</strong> made her <strong>reach for something</strong>?</span></p>","100","html-slider-response","20","2.0.0","179533","pilot_htdpl9r472","","","","50","see something","reach for something","cognitive","physical","","","","","",""
"causal_trial_17","5877","<p style=""font-size: 32px;"">First, Sarah <strong>felt sick</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling sick</strong> made her <strong>feel tired</strong>?</span></p>","72","html-slider-response","21","2.0.0","185662","pilot_htdpl9r472","","","","50","feel sick","feel tired","physiological","physiological","","","","","",""
"causal_trial_18","6768","<p style=""font-size: 32px;"">First, Sarah <strong>remembered something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>jumped up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>remembering something</strong> made her <strong>jump up and down</strong>?</span></p>","84","html-slider-response","22","2.0.0","192689","pilot_htdpl9r472","","","","50","remember something","jump up and down","cognitive","physical","","","","","",""
"attention_check_2","4583","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move slider to&nbsp;&nbsp;<strong>'Maybe yes'</strong></p>","75","html-slider-response","23","2.0.0","197535","pilot_htdpl9r472","","","","50","","","","","false","","","","",""
"causal_trial_19","6102","<p style=""font-size: 32px;"">First, Sarah <strong>chose what to do</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>choosing what to do</strong> made her <strong>feel scared</strong>?</span></p>","87","html-slider-response","24","2.0.0","203894","pilot_htdpl9r472","","","","50","choose what to do","feel scared","cognitive","physiological","","","","","",""
"causal_trial_20","3655","<p style=""font-size: 32px;"">First, Sarah <strong>remembered something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>remembering something</strong> made her <strong>feel scared</strong>?</span></p>","99","html-slider-response","25","2.0.0","207806","pilot_htdpl9r472","","","","50","remember something","feel scared","cognitive","physiological","","","","","",""
"causal_trial_21","6729","<p style=""font-size: 32px;"">First, Sarah <strong>chose what to do</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>choosing what to do</strong> made her <strong>feel tired</strong>?</span></p>","64","html-slider-response","26","2.0.0","214787","pilot_htdpl9r472","","","","50","choose what to do","feel tired","cognitive","physiological","","","","","",""
"causal_trial_22","4675","<p style=""font-size: 32px;"">First, Sarah <strong>felt sick</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling sick</strong> made her <strong>feel pain</strong>?</span></p>","89","html-slider-response","27","2.0.0","219722","pilot_htdpl9r472","","","","50","feel sick","feel pain","physiological","physiological","","","","","",""
"causal_trial_23","5434","<p style=""font-size: 32px;"">First, Sarah <strong>saw something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>jumped up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>seeing something</strong> made her <strong>jump up and down</strong>?</span></p>","93","html-slider-response","28","2.0.0","225410","pilot_htdpl9r472","","","","50","see something","jump up and down","cognitive","physical","","","","","",""
"causal_trial_24","4587","<p style=""font-size: 32px;"">First, Sarah <strong>took a walk</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>thought about something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>taking a walk</strong> made her <strong>think about something</strong>?</span></p>","98","html-slider-response","29","2.0.0","230263","pilot_htdpl9r472","","","","50","take a walk","think about something","physical","cognitive","","","","","",""
"causal_trial_25","6212","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>saw something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>see something</strong>?</span></p>","34","html-slider-response","30","2.0.0","236741","pilot_htdpl9r472","","","","50","feel scared","see something","physiological","cognitive","","","","","",""
"causal_trial_26","4231","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>jumped up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>jump up and down</strong>?</span></p>","70","html-slider-response","31","2.0.0","241232","pilot_htdpl9r472","","","","50","feel pain","jump up and down","physiological","physical","","","","","",""
"causal_trial_27","3574","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>kicked something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>kick something</strong>?</span></p>","94","html-slider-response","32","2.0.0","245074","pilot_htdpl9r472","","","","50","feel scared","kick something","physiological","physical","","","","","",""
"attention_check_3","5201","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move slider all the way to the&nbsp;&nbsp;<strong>right</strong></p>","100","html-slider-response","33","2.0.0","250530","pilot_htdpl9r472","","","","50","","","","","false","","","","",""
"causal_trial_28","7818","<p style=""font-size: 32px;"">First, Sarah <strong>thought about something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>heard something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>thinking about something</strong> made her <strong>hear something</strong>?</span></p>","16","html-slider-response","34","2.0.0","258608","pilot_htdpl9r472","","","","50","think about something","hear something","cognitive","cognitive","","","","","",""
"causal_trial_29","4260","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>remembered something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>remember something</strong>?</span></p>","100","html-slider-response","35","2.0.0","263122","pilot_htdpl9r472","","","","50","feel scared","remember something","physiological","cognitive","","","","","",""
"causal_trial_30","4945","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>sat down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>sit down</strong>?</span></p>","77","html-slider-response","36","2.0.0","268332","pilot_htdpl9r472","","","","50","feel scared","sit down","physiological","physical","","","","","",""
"causal_trial_31","5053","<p style=""font-size: 32px;"">First, Sarah <strong>took a walk</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt sick</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>taking a walk</strong> made her <strong>feel sick</strong>?</span></p>","81","html-slider-response","37","2.0.0","273638","pilot_htdpl9r472","","","","50","take a walk","feel sick","physical","physiological","","","","","",""
"causal_trial_32","5348","<p style=""font-size: 32px;"">First, Sarah <strong>heard something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>hearing something</strong> made her <strong>feel hungry</strong>?</span></p>","63","html-slider-response","38","2.0.0","279241","pilot_htdpl9r472","","","","50","hear something","feel hungry","cognitive","physiological","","","","","",""
"causal_trial_33","4669","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>feel pain</strong>?</span></p>","54","html-slider-response","39","2.0.0","284164","pilot_htdpl9r472","","","","50","feel scared","feel pain","physiological","physiological","","","","","",""
"causal_trial_34","8146","<p style=""font-size: 32px;"">First, Sarah <strong>took a walk</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>taking a walk</strong> made her <strong>reach for something</strong>?</span></p>","56","html-slider-response","40","2.0.0","292575","pilot_htdpl9r472","","","","50","take a walk","reach for something","physical","physical","","","","","",""
"causal_trial_35","4283","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>chose what to do</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>choose what to do</strong>?</span></p>","97","html-slider-response","41","2.0.0","297130","pilot_htdpl9r472","","","","50","feel pain","choose what to do","physiological","cognitive","","","","","",""
"causal_trial_36","4910","<p style=""font-size: 32px;"">First, Sarah <strong>reached for something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>chose what to do</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>reaching for something</strong> made her <strong>choose what to do</strong>?</span></p>","83","html-slider-response","42","2.0.0","302298","pilot_htdpl9r472","","","","50","reach for something","choose what to do","physical","cognitive","","","","","",""
"causal_trial_37","5338","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>reach for something</strong>?</span></p>","93","html-slider-response","43","2.0.0","307890","pilot_htdpl9r472","","","","50","feel pain","reach for something","physiological","physical","","","","","",""
"causal_trial_38","6881","<p style=""font-size: 32px;"">First, Sarah <strong>felt sick</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>jumped up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling sick</strong> made her <strong>jump up and down</strong>?</span></p>","72","html-slider-response","44","2.0.0","315049","pilot_htdpl9r472","","","","50","feel sick","jump up and down","physiological","physical","","","","","",""
"causal_trial_39","5108","<p style=""font-size: 32px;"">First, Sarah <strong>kicked something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>kicking something</strong> made her <strong>reach for something</strong>?</span></p>","86","html-slider-response","45","2.0.0","320411","pilot_htdpl9r472","","","","50","kick something","reach for something","physical","physical","","","","","",""
"causal_trial_40","5671","<p style=""font-size: 32px;"">First, Sarah <strong>felt hungry</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling hungry</strong> made her <strong>reach for something</strong>?</span></p>","99","html-slider-response","46","2.0.0","326339","pilot_htdpl9r472","","","","50","feel hungry","reach for something","physiological","physical","","","","","",""
"causal_trial_41","4434","<p style=""font-size: 32px;"">First, Sarah <strong>reached for something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>remembered something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>reaching for something</strong> made her <strong>remember something</strong>?</span></p>","74","html-slider-response","47","2.0.0","331032","pilot_htdpl9r472","","","","50","reach for something","remember something","physical","cognitive","","","","","",""
"causal_trial_42","5162","<p style=""font-size: 32px;"">First, Sarah <strong>reached for something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>kicked something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>reaching for something</strong> made her <strong>kick something</strong>?</span></p>","76","html-slider-response","48","2.0.0","336458","pilot_htdpl9r472","","","","50","reach for something","kick something","physical","physical","","","","","",""
"","9395","","","instructions","49","2.0.0","346119","pilot_htdpl9r472","","","[{""page_index"":0,""viewing_time"":9395}]","","","","","","","","","","",""
"demographics_survey","50990","","{""feedback"":""I tried to imagine what could happen between A & B -- whether there could ever logically be causation."",""age"":""55"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","survey-html-form","50","2.0.0","397366","pilot_htdpl9r472","","","","","","","","","","I tried to imagine what could happen between A & B -- whether there could ever logically be causation.","55","Non-Hispanic","Female","White"
